no,id_wa,tanggal_daftar,nama_wilayah_adat,provinsi,kabupaten_kota,kecamatan,peta,status,kebijakan,url_detail
121,cGx3Y05qTmZZRmc,20 Jun 2021,Sadei Teluk Diyen,Bengkulu,LEBONG,Rimbo Pengadang,Tidak Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/cGx3Y05qTmZZRmc
122,dVBvRk43RXBaMFU,06 Feb 2023,Benuo Sepaku,Kalimantan Timur,PENAJAM PASER UTARA,Sepaku,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/dVBvRk43RXBaMFU
123,R3hZRU44TW5QN3M,06 Feb 2023,Benuo Paser Balik Pemaluan,Kalimantan Timur,PENAJAM PASER UTARA,Sepaku,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/R3hZRU44TW5QN3M
124,R3ZoRG5TTDVPQXc,06 Feb 2023,Kampong Mentawar,Kalimantan Timur,PENAJAM PASER UTARA,Sepaku,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/R3ZoRG5TTDVPQXc
125,eGEwMFQ5bmVER3c,06 Feb 2023,Kampong  Maridan,Kalimantan Timur,PENAJAM PASER UTARA,Sepaku,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/eGEwMFQ5bmVER3c
126,MkJvUWhHcWFDemc,12 Des 2022,Huta Tapian Nauli,Sumatera Utara,TAPANULI UTARA,Sipahutar,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/MkJvUWhHcWFDemc
127,Nks4RFY0ekhSdms,22 Des 2022,Kenegerian Siunggas,Sumatera Utara,TAPANULI UTARA,Purba Tua,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/Nks4RFY0ekhSdms
128,MXdheERsaDhoRDg,22 Des 2022,Pansur Batu,Sumatera Utara,TAPANULI UTARA,Adiankoting,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/MXdheERsaDhoRDg
129,eW1Yb3h6TWxYWFk,22 Des 2022,Kenegerian Lumban Toruan,Sumatera Utara,TAPANULI UTARA,Purba Tua,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/eW1Yb3h6TWxYWFk
130,N0V1QXdEcGM1UEE,22 Des 2022,Kenegerian Janji Angkola,Sumatera Utara,TAPANULI UTARA,Purba Tua,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/N0V1QXdEcGM1UEE
131,YmhjSURZX1NDTkk,22 Des 2022,Huta Bona Ni Dolok,Sumatera Utara,TAPANULI UTARA,Sipahutar,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/YmhjSURZX1NDTkk
132,Q25xblE2TWFmSG8,20 Nop 2022,Suku Dayak Punan Long  Ranau,Kalimantan Utara,MALINAU,Sungai Tubu,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/Q25xblE2TWFmSG8
133,aC00WklaZ3ktSmc,20 Des 2022,Mukim Blang Mee,Aceh,ACEH BESAR,Lhoong,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/aC00WklaZ3ktSmc
134,a1poWlR6V0dQQjg,20 Des 2022,Mukim Glee Bruek,Aceh,ACEH BESAR,Lhoong,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/a1poWlR6V0dQQjg
135,c2s0VU5ySXRHR00,16 Okt 2022,Yano Ku Remai,Papua,JAYAPURA,Nimboran,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/c2s0VU5ySXRHR00
136,bkkwaGQ1T2hmeTg,15 Des 2022,Yano Bunyom,Papua,JAYAPURA,Nimbokrang,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/bkkwaGQ1T2hmeTg
137,S18xUWtoZEV5RVU,15 Nop 2022,Yakna Saplung Samon,Papua,JAYAPURA,Kemtuk,Tidak Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/S18xUWtoZEV5RVU
138,T05Jc3ZRaG1LUDA,12 Nop 2022,Yano Hamonggrang,Papua,,Nimbokrang,Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/T05Jc3ZRaG1LUDA
139,MmFnZG9xRmVrX1E,10 Des 2022,Yano Wai,Papua,JAYAPURA,Nimboran,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/MmFnZG9xRmVrX1E
140,ZlRNZkQ5VjRFa00,20 Mar 2022,Yano Akrua,Papua,JAYAPURA,Nimboran,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/ZlRNZkQ5VjRFa00
141,Q2ZFZE9qUEh5eFk,01 Mar 2022,Yano Genyem Hamong,Papua,JAYAPURA,Nimboran,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/Q2ZFZE9qUEh5eFk
142,LXZjN05UVnJ1UDg,24 Mar 2022,Yano Meyu,Papua,JAYAPURA,Nimboran,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/LXZjN05UVnJ1UDg
143,U0I2OVZoMC1pNms,23 Ags 2022,Pomenggonan Tinassu,Sulawesi Tengah,BANGGAI KEPULAUAN,Buko dan Buko Selatan,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/U0I2OVZoMC1pNms
144,SU91Q25SU1RZdUU,05 Ags 2022,Tanah Rangga Watu Ngamu,Nusa Tenggara Timur,ENDE,Ende,Tidak Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/SU91Q25SU1RZdUU
145,bDI0Wjk0Z2NQTnc,01 Ags 2022,Suku Awyi,Papua,KEEROM,Skamto,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/bDI0Wjk0Z2NQTnc
146,cHRGMVN3SVlUcUE,29 Jul 2022,Suku Kosare,Papua,JAYAPURA,Airu,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/cHRGMVN3SVlUcUE
147,ZHdBckkxUmVZRHc,28 Jul 2022,Suku Imbi Numbay,Papua,JAYAPURA,Ravenirara,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/ZHdBckkxUmVZRHc
148,NGVldFZKbUh5ZzQ,28 Jul 2022,Suku Yewena Yonsu,Papua,JAYAPURA,Depapre dan Ravenirara,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/NGVldFZKbUh5ZzQ
149,S21tSVRHVDhtc1U,28 Jul 2022,Suku Kabauri,Papua,JAYAPURA,Airu,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/S21tSVRHVDhtc1U
150,UGpmalJFRXJ2Yzg,28 Jul 2022,Suku Yokari,Papua,JAYAPURA,Yokari,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/UGpmalJFRXJ2Yzg
151,bUZ6S1pzNEJLZzA,28 Jul 2022,Suku Jou Warry,Papua,JAYAPURA,Demta,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/bUZ6S1pzNEJLZzA
152,SDlQclc5TE1aLW8,28 Jul 2022,Suku Bhuyaka,Papua,JAYAPURA,"Sentani, Sentani Timur, Ebungfau dan Waibu",Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/SDlQclc5TE1aLW8
153,QUdZUl9Ea2ZyVlE,06 Apr 2022,Yakena Ku Banu Blo Banu,Papua,JAYAPURA,Kemtuk Gresi,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/QUdZUl9Ea2ZyVlE
154,ODBtdng1MnYxeTA,04 Jul 2022,Suku Asmat Pomar Sirau Somor,Papua,ASMAT,Sawa Erma,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/ODBtdng1MnYxeTA
155,Z2M0d1hoVnZzRWs,01 Mar 2022,Yano Genyem Yeku,Papua,JAYAPURA,Nimboran,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/Z2M0d1hoVnZzRWs
156,R2I3b1h5aF91Q0k,01 Mar 2022,Kusang Syuglue Woi Yansu,Papua,JAYAPURA,Kemtuk Gresi,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/R2I3b1h5aF91Q0k
157,d01jY3JQVG00V3M,01 Mar 2022,Sawoi Hnya,Papua,JAYAPURA,Kemtuk Gresi,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/d01jY3JQVG00V3M
158,eUVKdlVLSWJjdVE,21 Feb 2022,Woe Kende Mulu Lewa Kalang Maghit,Nusa Tenggara Timur,MANGGARAI TIMUR,Kota Komba dan Aimere,Tidak Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/eUVKdlVLSWJjdVE
159,TWwwX2x6MzQzVTA,03 Nop 2021,Lili'na Tikala,Sulawesi Selatan,TORAJA UTARA,"KECAMATAN RANTEPAO, KECAMATAN TALLUNGLIPU, KECAMATAN TIKALA, KECAMATAN SESEAN SULOARA’, KECAMATAN SESEAN,KECAMATAN BANGKELE KILA’, KECAMATAN KAPALAPITU",Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/TWwwX2x6MzQzVTA
160,WWN4ZWh5YVJsc0E,03 Nop 2021,Lili'na Rantebua,Sulawesi Selatan,TORAJA UTARA,Rantebua,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/WWN4ZWh5YVJsc0E
161,bDdHT2Y5a2pNQzQ,03 Nop 2021,Lili’na Buntao’,Sulawesi Selatan,TORAJA UTARA,Buntao’,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/bDdHT2Y5a2pNQzQ
162,ekpKanF2TTgwZnM,29 Okt 2021,Banano,Papua,ASMAT,-,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/ekpKanF2TTgwZnM
163,Yk5tNF9EOVE2R28,15 Okt 2021,Kasepuhan Nunuk,Jawa Barat,MAJALENGKA,Maja,Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/Yk5tNF9EOVE2R28
164,OGZ2UVVkenh5dDg,14 Okt 2021,Abun Tat Yessa,Papua Barat,TAMBRAUW,Tubow dan Abun,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/OGZ2UVVkenh5dDg
165,Sk9Gb1c5WmhKRUE,14 Okt 2021,Suku Mpur,Papua Barat,MANOKWARI,-,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/Sk9Gb1c5WmhKRUE
166,X0I4aHdwYVFLTWc,14 Okt 2021,Kampung Beneik Orya,Papua,JAYAPURA,-,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/X0I4aHdwYVFLTWc
167,TC1FV0M3cUZsRWM,01 Okt 2021,Kenegerian Domo,Riau,KAMPAR,Kampar Kiri Hulu,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/TC1FV0M3cUZsRWM
168,UDRDakU3NG5xVDQ,01 Okt 2021,Mla Klagilit Maburu – Mawera,Papua Barat,SORONG,Distrik Moi Sigin,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/UDRDakU3NG5xVDQ
169,SVppbFJQWlBEWkk,01 Okt 2021,Gelarang Sipi,Nusa Tenggara Timur,MANGGARAI TIMUR,Elar Selatan,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/SVppbFJQWlBEWkk
170,SWZ4ZVZKelNNeGM,01 Okt 2021,Bukit Sembahyang Padun Gelanggang,Jambi,KERINCI,Siulak,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/SWZ4ZVZKelNNeGM
171,S29zV3FKOXJ1U00,01 Okt 2021,Depati Biang Sari,Jambi,KERINCI,"Bukit Kerman,Danau Kerinci,Batang Merangin,Keliling Danau",Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/S29zV3FKOXJ1U00
172,NVZEX3lPczdnbVU,30 Sep 2021,Luhak Tambusai,Riau,ROKAN HULU,Tambusai,Tidak Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/NVZEX3lPczdnbVU
173,MUpFWUVoODlDM1U,22 Mei 2020,Punan Hovongan Tanjung Lokang,Kalimantan Barat,KAPUAS HULU,PUTUSSIBAU UTARA,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/MUpFWUVoODlDM1U
174,QUtGYWRCNFowWmM,01 Sep 2021,Tabam Rae Roo Mana Baho,Papua Barat,MAYBRAT,Aifat,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/QUtGYWRCNFowWmM
175,ZlJQU1Z4eGx0YmM,27 Mei 2021,Ketemengungan Punan Uheng Kereho,Kalimantan Barat,KAPUAS HULU,PUTUSSIBAU SELATAN,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/ZlJQU1Z4eGx0YmM
176,d2VNYkNhN1E4Q2s,27 Sep 2020,Roby Digan Mo Lang,Papua,JAYAPURA,Unurum Guay,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/d2VNYkNhN1E4Q2s
177,RDVWYndhR0kyRU0,16 Mar 2021,Mefmen Mouw  Ogoney,Papua Barat,TELUK BINTUNI,Merdey,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/RDVWYndhR0kyRU0
178,ZHAtWFBOTEY3SE0,06 Jan 2021,Barata Barata Kahedupa Pulo Kaledupa,Sulawesi Tenggara,WAKATOBI,Kaledupa dan Kaledupa Selatan,Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/ZHAtWFBOTEY3SE0
179,blBaVDBLMkh4VFE,16 Des 2020,Dayak Seberuang Kampung Silit,Kalimantan Barat,SINTANG,SEPAUK,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/blBaVDBLMkh4VFE
180,X2tpVU9KYlNrYXc,10 Sep 2020,Wewidangan Catur Desa Adat Dalem Tamblingan.,Bali,BULELENG,Banjar dan Busungbiu,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/X2tpVU9KYlNrYXc
181,TExGd29nWFkzZ1E,16 Jan 2019,Laman Boyutn,Kalimantan Barat,MELAWI,SOKAN,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/TExGd29nWFkzZ1E
182,b2lDQXJkMVNISDQ,01 Sep 2020,Wewidangan Desa Adat Mujaning Tembeling,Bali,KLUNGKUNG,Nusa Penida,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/b2lDQXJkMVNISDQ
183,V1ZBYWJFSXEzd2s,19 Jan 2019,Sebotok,Nusa Tenggara Barat,SUMBAWA,Labuan Badas,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/V1ZBYWJFSXEzd2s
184,eGNWSWZRZnVfU0U,18 Ags 2020,Ngata Moa,Sulawesi Tengah,SIGI,Kulawi Selatan,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/eGNWSWZRZnVfU0U
185,TjcwNnZEM0FwXzA,17 Mei 2019,"Huta Langge Langge, Talian Lumban Nahor, Bius Lobu Tua.",Sumatera Utara,SAMOSIR,Palipi,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/TjcwNnZEM0FwXzA
186,dnJTalllMVhkYUE,05 Ags 2015,Tana Bu’u Bi’i Tinabani,Nusa Tenggara Timur,ENDE,Ende,Tidak Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/dnJTalllMVhkYUE
187,b0xKTmJmX2dTb00,04 Ags 2015,Bayan,Nusa Tenggara Barat,LOMBOK UTARA,Bayan dan Kayangan.,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/b0xKTmJmX2dTb00
188,MlVDSTB5d2hKR1U,04 Ags 2015,Wewengkon Adat Dukuh,Jawa Barat,GARUT,Cikelet,Tidak Ada,Terverifikasi,Tidak Ada,https://brwa.or.id/wa/view/MlVDSTB5d2hKR1U
189,bzdkSHdQVDJ1R2M,15 Jun 2020,Marga Awujani dan Maramoy Suku Miere,Papua Barat,KAIMANA,Teluk Etna,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/bzdkSHdQVDJ1R2M
190,cjdZZ1Q0T2lfd2M,15 Jun 2020,Suku Gua Selatan,Papua Barat,KAIMANA,Yamor,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/cjdZZ1Q0T2lfd2M
191,RmRoaUNRbTdsWHc,27 Apr 2020,Komplek Nanga Tubuk,Kalimantan Barat,KAPUAS HULU,KALIS,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/RmRoaUNRbTdsWHc
192,MnBfY3NDZUxVWlk,01 Mei 2020,Komplek Rantau Kalis,Kalimantan Barat,KAPUAS HULU,KALIS,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/MnBfY3NDZUxVWlk
193,Qm45NjBoeWNPZjQ,29 Sep 2016,Tanah udhu pu’u muku eko rewu sura Nggua righo/Boa feo,Nusa Tenggara Timur,ENDE,Maukaro,Tidak Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/Qm45NjBoeWNPZjQ
194,SktxQlhFZGI5c1E,13 Apr 2020,Kenegerian Air Tiris,Riau,KAMPAR,Kampar & Kampar Utara,Tidak Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/SktxQlhFZGI5c1E
195,UElPX3BWejF5bG8,18 Mar 2020,Kampung Kubu-Jalutukng,Kalimantan Barat,LANDAK,Sengah Temila,Tidak Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/UElPX3BWejF5bG8
196,LUE0bTRhczU1eDA,17 Mar 2020,Turotak Kenegrian kuok,Riau,KAMPAR,Kuok,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/LUE0bTRhczU1eDA
197,Z0VPYU1FZ1lXN2M,16 Mar 2020,Salo,Riau,KAMPAR,17320,Tidak Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/Z0VPYU1FZ1lXN2M
198,c1NmNHB4eEIwcVk,13 Mar 2020,Kenegerian Umbio,Riau,KAMPAR,17320,Tidak Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/c1NmNHB4eEIwcVk
199,UjN6ZU9rVWZGb2c,09 Mar 2020,Bittuang,Sulawesi Selatan,TANA TORAJA,"Awan, Kurra,Bittuang",Ada,Terverifikasi,Tidak Ada,https://brwa.or.id/wa/view/UjN6ZU9rVWZGb2c
200,ME9zajFfNlBlVms,09 Mar 2020,Bua’ Malimbong,Sulawesi Selatan,TANA TORAJA,MALIMBONG BALEPE’,Ada,Terverifikasi,Tidak Ada,https://brwa.or.id/wa/view/ME9zajFfNlBlVms
201,V284OHBOTEZZTGM,25 Apr 2012,Lili'na Piongan,Sulawesi Selatan,TORAJA UTARA,Kecamatan Dende’ Piongan Napo,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/V284OHBOTEZZTGM
202,MU16Y3BSMXJoZUE,09 Mar 2020,Lili'na Tondon,Sulawesi Selatan,TORAJA UTARA,Tondon,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/MU16Y3BSMXJoZUE
203,RHp1dUg0cWhIcVk,09 Mar 2020,Lili’na (Ulusalu),Sulawesi Selatan,TANA TORAJA,Saluputti,Ada,Terverifikasi,Tidak Ada,https://brwa.or.id/wa/view/RHp1dUg0cWhIcVk
204,LTNmNk9DRXQyVHM,11 Okt 2018,Kalebu Praingu (Pataningu Wua Ka’mba),Nusa Tenggara Timur,SUMBA TIMUR,Rindi,Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/LTNmNk9DRXQyVHM
205,aml1aDAyQXFwaDg,20 Feb 2020,Mukim Lamteuba,Aceh,ACEH BESAR,Seulimeum,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/aml1aDAyQXFwaDg
206,eWZ3N19CclFGbHM,25 Apr 2012,Ngata Puwatua,Sulawesi Tengah,SIGI,Kulawi,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/eWZ3N19CclFGbHM
207,UTJ4RWdsUmJqOHM,07 Feb 2020,Burr Yembra Kwebin Su (Tabam Rae Baa Sakof),Papua Barat,TAMBRAUW,Fef,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/UTJ4RWdsUmJqOHM
208,RUZLbURtVG9SVDg,06 Feb 2020,Tabam Rae Tafi,Papua Barat,TAMBRAUW,Fef,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/RUZLbURtVG9SVDg
209,eVkwVmhtTkhITWM,13 Feb 2020,Ompi Kotib - Tebilai,Kalimantan Barat,SANGGAU,BONTI,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/eVkwVmhtTkhITWM
210,bmFPc0JRZTdxOU0,12 Feb 2020,Ompi Torus,Kalimantan Barat,SANGGAU,BONTI,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/bmFPc0JRZTdxOU0
211,blJTMENyY1JObnM,23 Jan 2018,Huta Tornauli,Sumatera Utara,TAPANULI UTARA,Parmonangan,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/blJTMENyY1JObnM
212,a055a2k0WDN2NmM,07 Des 2019,Huta Natumingka,Sumatera Utara,TOBA SAMOSIR,Borbor,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/a055a2k0WDN2NmM
213,TWFDcGFCcDZDX0k,17 Jan 2019,Sadei Air Lanang,Bengkulu,REJANG LEBONG,Curup Selatan,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/TWFDcGFCcDZDX0k
214,VTdaMGhhY0hHMjA,16 Jan 2019,Kampukng Karangan Panjang,Kalimantan Barat,MELAWI,SOKAN,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/VTdaMGhhY0hHMjA
215,RUdPQzlaN0lya0k,16 Jan 2019,kampukng Laman Talue,Kalimantan Barat,MELAWI,SOKAN,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/RUdPQzlaN0lya0k
216,M01SeE5IWHBKRHc,25 Nop 2019,Dayak Seberuang Ansok,Kalimantan Barat,SINTANG,TEMPUNAK,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/M01SeE5IWHBKRHc
217,VkQ2akdIbmRnN1E,25 Nop 2019,Dayak Seberuang Riam Batu,Kalimantan Barat,SINTANG,TEMPUNAK,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/VkQ2akdIbmRnN1E
218,X19rWmhFYWZndjA,09 Des 2019,Bakungan,Jawa Timur,BANYUWANGI,Glagah,Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/X19rWmhFYWZndjA
219,cEZXbWFDcUQ4WXc,09 Des 2019,Demianus Yesawen Birburdeti (Tanah ulayat sub Marga),Papua Barat,TAMBRAUW,Abun,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/cEZXbWFDcUQ4WXc
220,VjhNYVVFTzdtOHM,09 Des 2019,Ketemenggungan Iban Menua Sadap,Kalimantan Barat,KAPUAS HULU,Embaloh Hulu,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/VjhNYVVFTzdtOHM
221,YVdJLWJrRFdHWlk,09 Des 2019,Ketemangungan Tamambaloh,Kalimantan Barat,KAPUAS HULU,Embaloh Hulu,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/YVdJLWJrRFdHWlk
222,c01VeW10T2N2ZUk,07 Des 2019,Sigapiton,Sumatera Utara,TOBA SAMOSIR,Ajibata,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/c01VeW10T2N2ZUk
223,bDVHOGVfYzR2Mkk,06 Des 2019,Menua Iban Kulan,Kalimantan Barat,KAPUAS HULU,EMBALOH HULU,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/bDVHOGVfYzR2Mkk
224,Q3VZNzVqQjlSTlU,05 Des 2019,Tabera,Nusa Tenggara Timur,SUMBA BARAT,-,Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/Q3VZNzVqQjlSTlU
225,LThEdllyQ1h4LVU,05 Jul 2019,Gendang Ngkiong,Nusa Tenggara Timur,MANGGARAI TIMUR,Poco Ranaka Timur,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/LThEdllyQ1h4LVU
226,dzh3Qi1JaGZjY00,05 Jul 2019,Gelarang Lawi,Nusa Tenggara Timur,MANGGARAI TIMUR,Sambi Rampas,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/dzh3Qi1JaGZjY00
227,NGl0SjB3T1hlbTg,05 Jul 2018,Wongko Lebo Kaju Wangi,Nusa Tenggara Timur,MANGGARAI TIMUR,Elar,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/NGl0SjB3T1hlbTg
228,YVhnei1ldXlRNWs,05 Des 2019,Wolomari,Nusa Tenggara Timur,ENDE,Maukaro,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/YVhnei1ldXlRNWs
229,UHY1dFZDZ1ZvMEk,05 Jul 2019,Nua Saga,Nusa Tenggara Timur,ENDE,Detusoko,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/UHY1dFZDZ1ZvMEk
230,SjN2cXZYN3ViREk,05 Jul 2019,Nua Paumere,Nusa Tenggara Timur,ENDE,Nangapanda,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/SjN2cXZYN3ViREk
231,UmhNaEs0MWRETkU,05 Jul 2019,Nua Boafeo,Nusa Tenggara Timur,ENDE,Maukaro,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/UmhNaEs0MWRETkU
232,bmpMRllrRHZldDQ,05 Des 2019,Lewu Tumbang Kuayan,Kalimantan Tengah,GUNUNG MAS,Rungan Barat,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/bmpMRllrRHZldDQ
233,SHJnRkMzWWZmVjg,05 Des 2019,Animha,Papua,MERAUKE,-,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/SHJnRkMzWWZmVjg
234,LUVhMEM1LWxidXM,05 Des 2019,Wanijan,Papua,YAPEN WAROPEN,-,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/LUVhMEM1LWxidXM
235,R19pLWRMZ3h0Y0U,05 Des 2019,To Kulawi Ngata Sungku,Sulawesi Tengah,SIGI,Kulawi,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/R19pLWRMZ3h0Y0U
236,RU1XWlBzcFAwajQ,05 Des 2019,Manere,Papua,YAPEN WAROPEN,-,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/RU1XWlBzcFAwajQ
237,RUZkeGRBUmpkR2s,05 Des 2019,Kemtuik,Papua,JAYAPURA,Distrik Kemtuik dan Distrik Gresi Selatan,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/RUZkeGRBUmpkR2s
238,RXBTVnRYVkZjUlE,05 Des 2019,Klesi,Papua,JAYAPURA,-,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/RXBTVnRYVkZjUlE
239,WVZhQlU1OFdXNGc,05 Des 2019,Lili'na Kesu',Sulawesi Selatan,TORAJA UTARA,"Kecamatan Kesu’, Kecamatan Sanggalangi, Kecamatan  Sopai, dan Kecamatan Rantepao",Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/WVZhQlU1OFdXNGc
240,YkQ1REQ4cGhZZHM,25 Apr 2012,Penanian Sanggalla,Sulawesi Selatan,TANA TORAJA,"Sanggalla’, Sangala’ Utara, Sangala’ Selatan, Makale, Mengkendek",Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/YkQ1REQ4cGhZZHM
241,T2UwaU5tWG9xS2M,05 Des 2019,Cenreangin,Sulawesi Selatan,SIDENRENG RAPPANG,Kulo,Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/T2UwaU5tWG9xS2M
242,NkJkWDJOWGpUSFk,05 Des 2019,Bululewang,Sulawesi Selatan,MAROS,Tompobulu,Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/NkJkWDJOWGpUSFk
243,ZnVaVElJRnVSQUE,08 Apr 2016,Sulaku (hullaku),Sulawesi Selatan,LUWU UTARA,Rampi,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/ZnVaVElJRnVSQUE
